編號,詞語,發音,音檔
901,구월,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120301/36513/SND000025216.mp3
906,구하다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/50000/41000/314829/SND000324183.mp3
911,국,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120229/35998/SND000024701.mp3
916,국내,gu**ng**nae,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120301/36277/SND000024980.mp3
921,국립,gu**ngn**ip,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120301/36289/SND000024992.mp3
926,국수,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120301/36078/SND000024781.mp3
931,국어,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120229/35905/SND000024608.mp3
936,국적,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120301/36012/SND000024715.mp3
941,국제,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120311/42071/SND000030774.mp3
946,군인,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120311/42177/SND000030880.mp3
947,굵다,gu**gː**tta,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/341557/SND000350911.mp3
951,굽다,gub**ː**tta,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/316566/SND000325920.mp3
952,궁금하다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/20000/13000/303668/SND000313022.mp3
956,권,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120312/42633/SND000031336.mp3
966,귀,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120302/37132/SND000025835.mp3
967,귀걸이,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120302/37147/SND000025850.mp3
968,귀고리,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/304969/SND000314323.mp3
969,귀여워하다,gwi**ː**yeowohada,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/305103/SND000314457.mp3
971,귀엽다,gwi**ː**yeobtta,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/305112/SND000314466.mp3
972,귀찮다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120302/37136/SND000025839.mp3
976,규칙,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120304/38255/SND000026958.mp3
981,귤,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120304/38271/SND000026974.mp3
986,그,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/307837/SND000317191.mp3
991,그거,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/318594/SND000327948.mp3
996,그것,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120225/33389/SND000022092.mp3
1001,그곳,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120225/33394/SND000022097.mp3
1006,그날,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/20000/13000/304152/SND000313506.mp3
1011,그냥,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/303983/SND000313337.mp3
1012,그다음,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120225/33371/SND000022074.mp3
1013,그담,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/303993/SND000313347.mp3
1014,그대로,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/303994/SND000313348.mp3
1016,그동안,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/316683/SND000326037.mp3
1021,그들,,
1026,그때,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/301447/SND000310801.mp3
1031,그래,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/20000/15000/304374/SND000313728.mp3
1036,그래서,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/317500/SND000326854.mp3
1041,그램,,
1046,그러나,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/318919/SND000328273.mp3
1051,그러니까,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/33870/SND000022573.mp3
1056,그러면,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/314812/SND000324166.mp3
1057,그러므로,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/33861/SND000022564.mp3
1061,그런,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/341796/SND000351150.mp3
1066,그런데,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/341609/SND000350963.mp3
1071,그럼,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/341813/SND000351167.mp3
1081,그렇게,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120309/41013/SND000029716.mp3
1086,그렇구나,,
1091,그렇다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/33873/SND000022576.mp3
1101,그렇지만,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/33850/SND000022553.mp3
1102,그루,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/304029/SND000313383.mp3
1106,그릇,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120309/41025/SND000029728.mp3
1111,그리,,
1116,그리고,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/33885/SND000022588.mp3
1117,그리기,geu**ː**rigi,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/304036/SND000313390.mp3
1121,그리다,geu**ː**lida,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/313793/SND000323147.mp3
1126,그림,geu**ː**lim,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/301450/SND000310804.mp3
1127,그립다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/33889/SND000022592.mp3
1131,그만,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/304089/SND000313443.mp3
1132,그만두다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/318668/SND000328022.mp3
1136,그분,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/316979/SND000326333.mp3
1141,그저께,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/322082/SND000331436.mp3
1146,그중,,
1151,그쪽,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/295302/SND000304656.mp3
1156,그치다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120225/33366/SND000022069.mp3
1157,그해,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/302520/SND000311874.mp3
1161,극장,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120308/40683/SND000029386.mp3
1166,근처,geun**ː**cheo,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/50000/44000/318383/SND000327737.mp3
1171,글,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120225/33472/SND000022175.mp3
1172,글쎄,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120225/33497/SND000022200.mp3
1176,글쎄요,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/316977/SND000326331.mp3
1177,글쓰기,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/320852/SND000330206.mp3
1178,글씨,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120225/33505/SND000022208.mp3
1179,글자,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120225/33477/SND000022180.mp3
1181,금방,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120225/33543/SND000022246.mp3
1186,금연,geu**ː**myeon,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/50000/46000/316983/SND000326337.mp3
1191,금요일,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120309/40843/SND000029546.mp3
1196,금주,geum**ː**ju,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/50000/44000/306700/SND000316054.mp3
1197,금지,geum**ː**ji,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/50000/44000/306722/SND000316076.mp3
1198,금지되다,geum**ː**jidoeda,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/50000/46000/304439/SND000313793.mp3
1199,금지하다,geum**ː**ji,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/50000/44000/317433/SND000326787.mp3
1206,급하다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120309/40935/SND000029638.mp3
1211,기간,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/34070/SND000022773.mp3
1216,기다리다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/34015/SND000022718.mp3
1221,기러기,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34420/SND000023123.mp3
1226,기르다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34421/SND000023124.mp3
1231,기름,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34422/SND000023125.mp3
1236,기분,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/33974/SND000022677.mp3
1241,기뻐하다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/317850/SND000327204.mp3
1246,기쁘다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34409/SND000023112.mp3
1247,기쁨,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/50000/44000/317433/SND000326787.mp3
1251,기사,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34452/SND000023155.mp3
1256,기숙사,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34495/SND000023198.mp3
1257,기억,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/34044/SND000022747.mp3
1258,기억나다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120309/41067/SND000029770.mp3
1259,기억되다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/34047/SND000022750.mp3
1261,기억하다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/34045/SND000022748.mp3
1266,기온,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34398/SND000023101.mp3
1271,기자,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/34187/SND000022890.mp3
1276,기차,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/50000/45000/305007/SND000314361.mp3
1277,기차역,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/50000/45000/305009/SND000314363.mp3
1281,기침,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120309/41062/SND000029765.mp3
1282,기침하다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/305251/SND000314605.mp3
1286,기타,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/50000/41000/305252/SND000314606.mp3
1287,기회,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120226/34140/SND000022843.mp3
1288,긴장,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34365/SND000023068.mp3
1291,긴장되다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34366/SND000023069.mp3
1292,긴장하다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/40000/31000/318752/SND000328106.mp3
1296,길,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34242/SND000022945.mp3
1301,길다,gil**ː**da,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/307836/SND000317190.mp3
1302,길어지다,gi**ː**leojida,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/303141/SND000312495.mp3
1303,길옆,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34273/SND000022976.mp3
1304,길이,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34435/SND000023138.mp3
1306,김,gim**ː**,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34283/SND000022986.mp3
1311,김밥,gim**ː**bab,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/314635/SND000323989.mp3
1316,김치,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34299/SND000023002.mp3
1317,깊다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120227/34414/SND000023117.mp3
1318,깊이,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120309/41160/SND000029863.mp3
1331,까만색,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/10000/04000/303151/SND000312505.mp3
1336,까맣다,kka**ː**mata,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/320649/SND000330003.mp3
1341,까지,,
1346,까치,kka**ː**chi,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/303158/SND000312512.mp3
1351,깎다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120312/43161/SND000031864.mp3
1356,깜짝,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38423/SND000027126.mp3
1357,깨끗이,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120304/38358/SND000027061.mp3
1361,깨끗하다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120304/38359/SND000027062.mp3
1366,깨다,kkae**ː**da,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/20000/13000/318701/SND000328055.mp3
1371,깨지다,kkae**ː**jida,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/338623/SND000347977.mp3
1376,꺼내다,kkeo**ː**naeda,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/318611/SND000327965.mp3
1381,껌,,
1386,께,,
1391,꼬리,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38805/SND000027508.mp3
1396,꼭,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120313/43286/SND000031989.mp3
1401,꽃,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38808/SND000027511.mp3
1402,꽃다발,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38845/SND000027548.mp3
1403,꽃병,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38832/SND000027535.mp3
1406,꽃집,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38810/SND000027513.mp3
1411,꾸다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38857/SND000027560.mp3
1416,꾸미다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38881/SND000027584.mp3
1421,꿈,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38880/SND000027583.mp3
1426,끄다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38542/SND000027245.mp3
1431,끊다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38617/SND000027320.mp3
1432,끓다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38564/SND000027267.mp3
1436,끓이다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38623/SND000027326.mp3
1441,끝,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38626/SND000027329.mp3
1446,끝나다,kkeu**n**nada,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38610/SND000027313.mp3
1451,끝내다,kkeu**n**naeda,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38611/SND000027314.mp3
1456,끼다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120305/38658/SND000027361.mp3
1461,나,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/20000/16000/318550/SND000327904.mp3
1466,나가다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/327372/SND000336726.mp3
1471,나누다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/85162/SND000073865.mp3
1476,나다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/318551/SND000327905.mp3
1481,나라,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/20000/16000/317843/SND000327197.mp3
1482,나머지,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/84904/SND000073607.mp3
1486,나무,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/84983/SND000073686.mp3
1491,나비,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/20000/16000/304826/SND000314180.mp3
1496,나빠지다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/315989/SND000325343.mp3
1501,나쁘다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/85189/SND000073892.mp3
1506,나오다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/318581/SND000327935.mp3
1511,나이,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/84710/SND000073413.mp3
1516,나중,na**ː**jung,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/318622/SND000327976.mp3
1526,나타나다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/318636/SND000327990.mp3
1531,나흘,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/84709/SND000073412.mp3
1536,낚시,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/84771/SND000073474.mp3
1541,날,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/318621/SND000327975.mp3
1546,날씨,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/84860/SND000073563.mp3
1551,날짜,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/314700/SND000324054.mp3
1556,남,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/84877/SND000073580.mp3
1561,남기다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/20000/13000/320665/SND000330019.mp3
1566,남녀,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/84942/SND000073645.mp3
1571,남대문시장,,
1576,남동생,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/40000/31000/300142/SND000309496.mp3
1581,남미,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/40000/31000/343759/SND000353113.mp3
1586,남북,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120524/86959/SND000075662.mp3
1591,남자,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/84916/SND000073619.mp3
1596,남쪽,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/40000/31000/319923/SND000329277.mp3
1601,남편,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/84960/SND000073663.mp3
1606,남학생,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120524/86989/SND000075692.mp3
1611,낮,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120525/87292/SND000075995.mp3
1616,낮다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120522/85277/SND000073980.mp3
1621,내,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120524/86628/SND000075331.mp3
1626,내가,,
1631,내과,nae**ː**kkwa,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/40000/31000/301166/SND000310520.mp3
1636,내년,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/84608/SND000073311.mp3
1641,내다,nae**ː**da,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/341882/SND000351236.mp3
1646,내려가다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/320036/SND000329390.mp3
1651,내려오다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/22000/320922/SND000330276.mp3
1656,내리다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120521/84618/SND000073321.mp3
1661,내용,,
1666,내일,,
1671,냄비,,
1676,냄새,,
1681,냉면,,
1686,냉장고,,
1691,너,,
1696,너무,,
1701,넓다,,
1706,넘다,,
1711,넘어지다,,
1716,넣다,,
1721,네,,
1726,넥타이,,
1731,넷,,
1736,넷째,,
1741,년,,
1746,노란색,,
1751,노랗다,,
1756,노래,,
1761,노래방,,
1766,노래하다,,
1771,노력하다,,
1776,노루,,
1781,노트,,
1786,녹색,,
1791,녹차,,
1796,놀다,,
1801,놀라다,,
1806,농구,,
1811,높다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120523/85965/SND000074668.mp3
1816,놓다,,
1821,누가,,
1826,누구,,
1831,누굴,,
1836,누나,,
1841,누르다,,
1845,눈,nun**ː**,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/23000/296828/SND000306182.mp3
1846,눈,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120523/86158/SND000074861.mp3
1851,눈물,,
1856,눈사람,,
1861,눈싸움,,
1866,눕다,,
1871,뉴스,,
1876,뉴욕,,
1881,느끼다,,
1886,느낌,,
1891,느리다,,
1896,늘,,
1901,늘다,,
1906,능력,,
1911,늦다,,
1916,늦잠,,
1921,늪다,,
1926,니까,,
1931,님,,
1936,다,,
1941,다녀오다,,
1946,다니다,,
1951,다르다,,
1956,다른,,
1961,다리,,
1966,다리미,,
1971,다방,,
1976,다섯,,
1981,다시,,
1986,다음,,
1991,다음달,,
1996,다음주,,
2001,다음해,,
2006,다이어트,,
2011,다치다,,
2016,닦다,,
2021,단어,,
2026,단점,,
2031,닫다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120219/29615/SND000018318.mp3
2036,닫히다,,
2041,달,,
2046,달걀,,
2051,달다,,
2056,달러,,
2061,달력,,
2066,달리다,,
2071,닭,,
2076,닭고기,,
2081,닮다,,
2086,담그다,,
2091,담배,,
2096,답,,
2101,답장,,
2106,당근,,
2111,당신,,
2116,대,,
2121,대답,,
2126,대답하다,,
2131,대문,,
2136,대부분,,
2141,대사관,,
2146,대학,,
2151,대학교,,
2156,대학생,,
2161,대학원,,
2166,대학원생,,
2171,대한민국,,
2176,대화,,
2181,대회,,
2186,댁,,
2191,더,,
2196,더럽다,,
2201,더운물,,
2206,더워요,,
2211,덕분,,
2216,덥다,,
2221,덮다,,
2226,데리다,,
2231,데이트,,
2236,도,,
2241,도로,,
2246,도서관,,
2251,도시,,
2256,도와주다,,
2261,도움,,
2266,도착,,
2271,도착하다,,
2276,도쿄,,
2281,도토리,,
2286,독서,,
2291,독서실,,
2296,독서하다,,
2301,독일,,
2306,돈,,
2311,돌다,,
2316,돌아가다,,
2321,돌아오다,,
2326,돕다,,
2331,동네,,
2336,동대문시장,,
2341,동물,,
2346,동생,,
2351,동아리,,
2356,동안,,
2361,동양,,
2366,동전,,
2371,동쪽,,
2376,돼지,,
2381,돼지고기,,
2386,되다,,
2391,된장,,
2396,된장국,,
2401,된장찌개,,
2406,두,,
2411,두껍다,,
2416,두다,,
2421,두부,,
2426,두부찌개,,
2431,둘,,
2436,둘째,,
2441,뒤,,
2446,뒤쪽,,
2451,드라마,,
2456,드리다,,
2461,드시다,,
2466,듣기,,
2471,듣다,,
2476,들,,
2481,들다,,
2486,들어가다,,
2491,들어오다,,
2496,등,,
2501,등산,,
2506,등산복,,
2511,등산화,,
2516,디브이디,,
2521,디자인,,
2526,따다,,
2531,따뜻하다,,
2536,따라가다,,
2541,따라오다,,
2546,따로,,
2551,따르다,,
2556,딸,,
2561,딸기,,
2566,땀,,
2571,때,,
2576,때문,,
2581,떠나다,,
2586,떠들다,,
2591,떡,,
2596,떡국,,
2601,떡볶이,,
2606,떨어지다,,
2611,또,,
2616,또는,,
2621,똑같다,,
2626,똑바로,,
2631,뛰다,,
2636,뜨겁다,,
2641,뜨다,,
2646,뜻,,
2651,띠,,
2656,ㄹ 거예요,,
2661,라디오,,
2666,라면,,
2671,러시아,,
2676,려고 하다,,
2681,로,,
2686,로션,,
2691,마늘,,
2696,마르다,,
2701,마리,,
2706,마시다,,
2711,마음,,
2716,마지막,,
2721,마차,,
2726,마치다,,
2731,마흔,,
2736,막히다,,
2741,만,,
2746,만나다,,
2751,만두,,
2756,만들다,,
2761,만일,,
2766,만지다,,
2771,만화,,
2776,많다,,
2781,많이,,
2786,말,,
2791,말씀,,
2796,말씀하다,,
2801,말하기,,
2806,말하다,,
2811,맑다,,
2816,맛,,
2821,맛없다,,
2826,맛있다,,
2831,맞다,,
2836,맞습니다,,
2841,맞아요,,
2846,맞은편,,
2851,매다,,
2856,매우,,
2861,매일,,
2866,매주,,
2871,맥주,,
2876,맵다,,
2881,머리,,
2886,먹다,,
2891,먼저,,
2896,멀다,meor**ː**da,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120509/77445/SND000066148.mp3
2901,멋있다,,
2906,메뉴,,
2911,메다,,
2916,메모,,
2921,메시지,,
2926,멕시코,,
2931,며칠,,
2936,면,,
2941,면도,,
2946,면서,,
2951,명,,
2956,명절,,
2961,몇,,
2966,모기,,
2971,모두,,
2976,모래,,
2981,모레,,
2986,모르겠습니다,,
2991,모르다,,
2996,모시다,,
3001,모양,,
3006,모으다,,
3011,모이다,,
3016,모임,,
3021,모자,,
3026,목,,
3031,목걸이,,
3036,목소리,,
3041,목요일,,
3046,목욕,,
3051,목욕하다,,
3056,목적,,
3061,몸,,
3066,몸살,,
3071,못,,
3076,못하다,,
3081,몽골,,
3086,무,,
3091,무겁다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120511/78641/SND000067344.mp3
3096,무궁화,,
3101,무료,,
3106,무릎,,
3111,무리,,
3116,무섭다,,
3121,무슨,,
3126,무엇,,
3131,무엇이,,
3136,무역,,
3141,무용,,
3146,무척,,
3151,문,,
3156,문구점,,
3161,문법,,
3166,문장,,
3171,문제,,
3176,문화,,
3181,묻다,,
3186,물,,
3191,물건,,
3196,물론,,
3201,물어보다,,
3206,뭐,,
3211,뭘,,
3216,미국,,
3221,미누,,
3226,미래,,
3231,미리,,
3236,미술,,
3241,미술관,,
3246,미안하다,,
3251,미안합니다,,
3256,미용실,,
3261,미터,,
3266,미한하다,,
3271,민속촌,,
3276,밀가루,,
3281,밀리다,,
3286,밑,,
